,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,verified,url
0,kirmizibeyaztr,“Akıllılık çoğunluğa bakılarak ölçülmez.”,Ötüken,1127,115,2014,0,#Covid-19 diye isimlendirdikleri sahte planlanmis pandeminin bitisinin arkasindan Rusya Ukraynaya saldiriyor hepsi insanligi yuksek enflasyona ezdirmek icin kurkulanmistir.,['Covid'],False,
