,Unnamed: 0,screen_name,location,description,verified,follower,following,url,screen_name_binary,description_binary,location_binary,verified_binary
0,0,eyupburakceyhan,,Bartın Üniversitesi Mühendislik Mimarlık ve Tasarım Fakültesi Dekan Yardımcısı,False,19,30,,False,False,True,True
